Dataset,R,Alpha_Min,Alpha_Max,Algorithm,L,QPS,Latency,Recall
sift,32,1.1,2.0,MCGI,100,648.49,47730.37,99.09
sift,32,1.1,2.0,MCGI,150,460.07,67561.22,99.57
sift,32,1.1,2.0,MCGI,200,381.26,81277.48,99.75
sift,48,1.0,1.1,Baseline,50,1300.11,23108.28,98.38
sift,48,1.0,1.1,Baseline,100,556.89,55634.19,99.57
sift,48,1.0,1.1,Baseline,150,504.91,60752.84,99.79
sift,48,1.0,1.1,Baseline,200,383.49,80664.76,99.87
sift,48,1.0,1.1,MCGI,50,1342.93,22353.01,97.57
sift,48,1.0,1.1,MCGI,100,727.46,42214.93,99.27
sift,48,1.0,1.1,MCGI,150,497.31,61756.40,99.65
sift,48,1.0,1.1,MCGI,200,378.33,81837.11,99.80
sift,48,1.0,1.2,Baseline,50,1300.11,23108.28,98.38
sift,48,1.0,1.2,Baseline,100,556.89,55634.19,99.57
sift,48,1.0,1.2,Baseline,150,504.91,60752.84,99.79
sift,48,1.0,1.2,Baseline,200,383.49,80664.76,99.87
sift,48,1.0,1.2,MCGI,50,767.90,40249.85,97.55
sift,48,1.0,1.2,MCGI,100,667.66,46077.60,99.28
sift,48,1.0,1.2,MCGI,150,439.60,70180.08,99.64
sift,48,1.0,1.2,MCGI,200,373.99,82845.44,99.80
sift,48,1.0,1.3,Baseline,50,1300.11,23108.28,98.38
sift,48,1.0,1.3,Baseline,100,556.89,55634.19,99.57
sift,48,1.0,1.3,Baseline,150,504.91,60752.84,99.79
sift,48,1.0,1.3,Baseline,200,383.49,80664.76,99.87
sift,48,1.0,1.3,MCGI,50,684.74,45342.11,97.80
sift,48,1.0,1.3,MCGI,100,726.83,42220.10,99.38
sift,48,1.0,1.3,MCGI,150,492.40,62406.13,99.71
sift,48,1.0,1.3,MCGI,200,380.73,81314.49,99.83
sift,48,1.0,1.4,Baseline,50,1300.11,23108.28,98.38
sift,48,1.0,1.4,Baseline,100,556.89,55634.19,99.57
sift,48,1.0,1.4,Baseline,150,504.91,60752.84,99.79
sift,48,1.0,1.4,Baseline,200,383.49,80664.76,99.87
sift,48,1.0,1.4,MCGI,50,770.70,40075.61,97.99
sift,48,1.0,1.4,MCGI,100,649.56,47335.45,99.45
sift,48,1.0,1.4,MCGI,150,472.22,65145.31,99.73
sift,48,1.0,1.4,MCGI,200,374.59,82692.80,99.85
sift,48,1.0,1.5,Baseline,50,1300.11,23108.28,98.38
sift,48,1.0,1.5,Baseline,100,556.89,55634.19,99.57
sift,48,1.0,1.5,Baseline,150,504.91,60752.84,99.79
sift,48,1.0,1.5,Baseline,200,383.49,80664.76,99.87
sift,48,1.0,1.5,MCGI,50,752.32,41090.99,98.18
sift,48,1.0,1.5,MCGI,100,549.31,56322.60,99.51
sift,48,1.0,1.5,MCGI,150,491.34,62473.52,99.78
sift,48,1.0,1.5,MCGI,200,375.49,82502.50,99.86
sift,48,1.0,1.6,Baseline,50,1300.11,23108.28,98.38
sift,48,1.0,1.6,Baseline,100,556.89,55634.19,99.57
sift,48,1.0,1.6,Baseline,150,504.91,60752.84,99.79
sift,48,1.0,1.6,Baseline,200,383.49,80664.76,99.87
sift,48,1.0,1.6,MCGI,50,698.00,44409.79,98.28
sift,48,1.0,1.6,MCGI,100,642.42,47844.63,99.55
sift,48,1.0,1.6,MCGI,150,485.16,63346.47,99.81
sift,48,1.0,1.6,MCGI,200,381.96,81025.95,99.88
sift,48,1.0,1.7,Baseline,50,1300.11,23108.28,98.38
sift,48,1.0,1.7,Baseline,100,556.89,55634.19,99.57
sift,48,1.0,1.7,Baseline,150,504.91,60752.84,99.79
sift,48,1.0,1.7,Baseline,200,383.49,80664.76,99.87
sift,48,1.0,1.7,MCGI,50,751.21,41132.40,98.36
sift,48,1.0,1.7,MCGI,100,659.49,46510.39,99.56
sift,48,1.0,1.7,MCGI,150,448.34,68724.50,99.81
sift,48,1.0,1.7,MCGI,200,368.81,83988.06,99.88
sift,48,1.0,2.0,Baseline,50,1300.11,23108.28,98.38
sift,48,1.0,2.0,Baseline,100,556.89,55634.19,99.57
sift,48,1.0,2.0,Baseline,150,504.91,60752.84,99.79
sift,48,1.0,2.0,Baseline,200,383.49,80664.76,99.87
sift,48,1.0,2.0,MCGI,50,772.10,40008.95,98.44
sift,48,1.0,2.0,MCGI,100,669.31,45684.88,99.58
sift,48,1.0,2.0,MCGI,150,445.66,69139.67,99.81
sift,48,1.0,2.0,MCGI,200,378.82,81701.47,99.89
sift,48,1.1,1.2,Baseline,50,1300.11,23108.28,98.38
sift,48,1.1,1.2,Baseline,100,556.89,55634.19,99.57
sift,48,1.1,1.2,Baseline,150,504.91,60752.84,99.79
sift,48,1.1,1.2,Baseline,200,383.49,80664.76,99.87
sift,48,1.1,1.2,MCGI,50,764.85,40406.98,97.57
sift,48,1.1,1.2,MCGI,100,654.57,46981.22,99.27
sift,48,1.1,1.2,MCGI,150,457.73,67279.59,99.65
sift,48,1.1,1.2,MCGI,200,370.85,83569.37,99.80
sift,48,1.1,1.3,Baseline,50,1300.11,23108.28,98.38
sift,48,1.1,1.3,Baseline,100,556.89,55634.19,99.57
sift,48,1.1,1.3,Baseline,150,504.91,60752.84,99.79
sift,48,1.1,1.3,Baseline,200,383.49,80664.76,99.87
sift,48,1.1,1.3,MCGI,50,766.86,40298.21,98.00
sift,48,1.1,1.3,MCGI,100,627.12,49052.89,99.45
sift,48,1.1,1.3,MCGI,150,468.63,65659.88,99.73
sift,48,1.1,1.3,MCGI,200,381.50,81116.51,99.85
sift,48,1.1,1.4,Baseline,50,1300.11,23108.28,98.38
sift,48,1.1,1.4,Baseline,100,556.89,55634.19,99.57
sift,48,1.1,1.4,Baseline,150,504.91,60752.84,99.79
sift,48,1.1,1.4,Baseline,200,383.49,80664.76,99.87
sift,48,1.1,1.4,MCGI,50,769.06,40176.36,98.28
sift,48,1.1,1.4,MCGI,100,671.38,45794.27,99.54
sift,48,1.1,1.4,MCGI,150,445.53,69200.44,99.79
sift,48,1.1,1.4,MCGI,200,383.16,80754.69,99.87
sift,48,1.1,1.5,Baseline,50,1300.11,23108.28,98.38
sift,48,1.1,1.5,Baseline,100,556.89,55634.19,99.57
sift,48,1.1,1.5,Baseline,150,504.91,60752.84,99.79
sift,48,1.1,1.5,Baseline,200,383.49,80664.76,99.87
sift,48,1.1,1.5,MCGI,50,768.34,40194.35,98.36
sift,48,1.1,1.5,MCGI,100,669.64,45754.03,99.59
sift,48,1.1,1.5,MCGI,150,436.80,70620.37,99.82
sift,48,1.1,1.5,MCGI,200,372.73,83097.23,99.89
sift,48,1.1,1.6,Baseline,50,1300.11,23108.28,98.38
sift,48,1.1,1.6,Baseline,100,556.89,55634.19,99.57
sift,48,1.1,1.6,Baseline,150,504.91,60752.84,99.79
sift,48,1.1,1.6,Baseline,200,383.49,80664.76,99.87
sift,48,1.1,1.6,MCGI,50,777.31,39726.63,98.38
sift,48,1.1,1.6,MCGI,100,645.25,47365.82,99.59
sift,48,1.1,1.6,MCGI,150,467.77,65790.41,99.81
sift,48,1.1,1.6,MCGI,200,376.54,82192.17,99.87
sift,48,1.1,1.7,Baseline,50,1300.11,23108.28,98.38
sift,48,1.1,1.7,Baseline,100,556.89,55634.19,99.57
sift,48,1.1,1.7,Baseline,150,504.91,60752.84,99.79
sift,48,1.1,1.7,Baseline,200,383.49,80664.76,99.87
sift,48,1.1,1.7,MCGI,50,765.65,40356.19,98.43
sift,48,1.1,1.7,MCGI,100,667.36,45885.49,99.60
sift,48,1.1,1.7,MCGI,150,447.22,68892.60,99.81
sift,48,1.1,1.7,MCGI,200,373.04,83021.97,99.88
sift,48,1.1,2.0,Baseline,50,1300.11,23108.28,98.38
sift,48,1.1,2.0,Baseline,100,556.89,55634.19,99.57
sift,48,1.1,2.0,Baseline,150,504.91,60752.84,99.79
sift,48,1.1,2.0,Baseline,200,383.49,80664.76,99.87
sift,48,1.1,2.0,MCGI,50,778.47,39669.34,98.44
sift,48,1.1,2.0,MCGI,100,634.51,48275.57,99.60
sift,48,1.1,2.0,MCGI,150,467.63,65805.09,99.82
sift,48,1.1,2.0,MCGI,200,381.67,81083.67,99.88
sift,64,1.0,1.1,Baseline,50,1306.88,22941.93,98.94
sift,64,1.0,1.1,Baseline,100,546.92,55945.53,99.75
sift,64,1.0,1.1,Baseline,150,501.46,61096.00,99.87
sift,64,1.0,1.1,Baseline,200,379.92,79743.81,99.91
sift,64,1.0,1.1,MCGI,50,1322.87,22673.40,98.26
sift,64,1.0,1.1,MCGI,100,716.67,42132.11,99.51
sift,64,1.0,1.1,MCGI,150,492.44,62304.67,99.77
sift,64,1.0,1.1,MCGI,200,373.74,81274.40,99.87
sift,64,1.0,1.2,Baseline,50,1306.88,22941.93,98.94
sift,64,1.0,1.2,Baseline,100,546.92,55945.53,99.75
sift,64,1.0,1.2,Baseline,150,501.46,61096.00,99.87
sift,64,1.0,1.2,Baseline,200,379.92,79743.81,99.91
sift,64,1.0,1.2,MCGI,50,775.07,39820.18,98.27
sift,64,1.0,1.2,MCGI,100,667.16,45424.27,99.51
sift,64,1.0,1.2,MCGI,150,447.57,68803.74,99.77
sift,64,1.0,1.2,MCGI,200,371.28,81914.43,99.86
sift,64,1.0,1.3,Baseline,50,1306.88,22941.93,98.94
sift,64,1.0,1.3,Baseline,100,546.92,55945.53,99.75
sift,64,1.0,1.3,Baseline,150,501.46,61096.00,99.87
sift,64,1.0,1.3,Baseline,200,379.92,79743.81,99.91
sift,64,1.0,1.3,MCGI,50,764.12,40416.81,98.47
sift,64,1.0,1.3,MCGI,100,635.16,47851.85,99.59
sift,64,1.0,1.3,MCGI,150,429.96,71718.79,99.81
sift,64,1.0,1.3,MCGI,200,375.07,80917.35,99.88
sift,64,1.0,1.4,Baseline,50,1306.88,22941.93,98.94
sift,64,1.0,1.4,Baseline,100,546.92,55945.53,99.75
sift,64,1.0,1.4,Baseline,150,501.46,61096.00,99.87
sift,64,1.0,1.4,Baseline,200,379.92,79743.81,99.91
sift,64,1.0,1.4,MCGI,50,781.41,39494.11,98.64
sift,64,1.0,1.4,MCGI,100,668.42,45338.55,99.65
sift,64,1.0,1.4,MCGI,150,437.67,70400.87,99.83
sift,64,1.0,1.4,MCGI,200,376.27,80629.62,99.89
sift,64,1.0,1.5,Baseline,50,1306.88,22941.93,98.94
sift,64,1.0,1.5,Baseline,100,546.92,55945.53,99.75
sift,64,1.0,1.5,Baseline,150,501.46,61096.00,99.87
sift,64,1.0,1.5,Baseline,200,379.92,79743.81,99.91
sift,64,1.0,1.5,MCGI,50,771.21,40009.29,98.77
sift,64,1.0,1.5,MCGI,100,663.32,45680.45,99.69
sift,64,1.0,1.5,MCGI,150,433.81,71043.23,99.84
sift,64,1.0,1.5,MCGI,200,369.75,82137.25,99.90
sift,64,1.0,1.6,Baseline,50,1306.88,22941.93,98.94
sift,64,1.0,1.6,Baseline,100,546.92,55945.53,99.75
sift,64,1.0,1.6,Baseline,150,501.46,61096.00,99.87
sift,64,1.0,1.6,Baseline,200,379.92,79743.81,99.91
sift,64,1.0,1.6,MCGI,50,783.86,39343.41,98.86
sift,64,1.0,1.6,MCGI,100,666.58,45414.39,99.73
sift,64,1.0,1.6,MCGI,150,446.21,68986.52,99.86
sift,64,1.0,1.6,MCGI,200,377.46,80368.50,99.90
sift,64,1.0,1.7,Baseline,50,1306.88,22941.93,98.94
sift,64,1.0,1.7,Baseline,100,546.92,55945.53,99.75
sift,64,1.0,1.7,Baseline,150,501.46,61096.00,99.87
sift,64,1.0,1.7,Baseline,200,379.92,79743.81,99.91
sift,64,1.0,1.7,MCGI,50,776.07,39773.14,98.91
sift,64,1.0,1.7,MCGI,100,670.65,45146.20,99.74
sift,64,1.0,1.7,MCGI,150,438.81,70192.65,99.86
sift,64,1.0,1.7,MCGI,200,372.11,81609.47,99.91
sift,64,1.0,2.0,Baseline,50,1306.88,22941.93,98.94
sift,64,1.0,2.0,Baseline,100,546.92,55945.53,99.75
sift,64,1.0,2.0,Baseline,150,501.46,61096.00,99.87
sift,64,1.0,2.0,Baseline,200,379.92,79743.81,99.91
sift,64,1.0,2.0,MCGI,50,764.51,40356.95,98.98
sift,64,1.0,2.0,MCGI,100,636.30,47734.87,99.76
sift,64,1.0,2.0,MCGI,150,431.72,71388.06,99.87
sift,64,1.0,2.0,MCGI,200,373.72,81182.72,99.91
sift,64,1.1,1.2,Baseline,50,1306.88,22941.93,98.94
sift,64,1.1,1.2,Baseline,100,546.92,55945.53,99.75
sift,64,1.1,1.2,Baseline,150,501.46,61096.00,99.87
sift,64,1.1,1.2,Baseline,200,379.92,79743.81,99.91
sift,64,1.1,1.2,MCGI,50,780.92,39502.57,98.25
sift,64,1.1,1.2,MCGI,100,666.09,45524.66,99.51
sift,64,1.1,1.2,MCGI,150,437.05,70526.81,99.77
sift,64,1.1,1.2,MCGI,200,372.70,81536.48,99.86
sift,64,1.1,1.3,Baseline,50,1306.88,22941.93,98.94
sift,64,1.1,1.3,Baseline,100,546.92,55945.53,99.75
sift,64,1.1,1.3,Baseline,150,501.46,61096.00,99.87
sift,64,1.1,1.3,Baseline,200,379.92,79743.81,99.91
sift,64,1.1,1.3,MCGI,50,771.71,39994.92,98.65
sift,64,1.1,1.3,MCGI,100,662.66,45733.67,99.66
sift,64,1.1,1.3,MCGI,150,439.98,70027.82,99.83
sift,64,1.1,1.3,MCGI,200,369.01,82317.61,99.89
sift,64,1.1,1.4,Baseline,50,1306.88,22941.93,98.94
sift,64,1.1,1.4,Baseline,100,546.92,55945.53,99.75
sift,64,1.1,1.4,Baseline,150,501.46,61096.00,99.87
sift,64,1.1,1.4,Baseline,200,379.92,79743.81,99.91
sift,64,1.1,1.4,MCGI,50,781.00,39485.23,98.84
sift,64,1.1,1.4,MCGI,100,616.91,49165.79,99.72
sift,64,1.1,1.4,MCGI,150,455.01,67598.61,99.86
sift,64,1.1,1.4,MCGI,200,371.33,81701.81,99.91
sift,64,1.1,1.5,Baseline,50,1306.88,22941.93,98.94
sift,64,1.1,1.5,Baseline,100,546.92,55945.53,99.75
sift,64,1.1,1.5,Baseline,150,501.46,61096.00,99.87
sift,64,1.1,1.5,Baseline,200,379.92,79743.81,99.91
sift,64,1.1,1.5,MCGI,50,777.44,39675.79,98.91
sift,64,1.1,1.5,MCGI,100,671.49,45146.88,99.74
sift,64,1.1,1.5,MCGI,150,442.47,69586.35,99.86
sift,64,1.1,1.5,MCGI,200,371.30,81654.26,99.90
sift,64,1.1,1.6,Baseline,50,1306.88,22941.93,98.94
sift,64,1.1,1.6,Baseline,100,546.92,55945.53,99.75
sift,64,1.1,1.6,Baseline,150,501.46,61096.00,99.87
sift,64,1.1,1.6,Baseline,200,379.92,79743.81,99.91
sift,64,1.1,1.6,MCGI,50,761.41,40510.72,98.93
sift,64,1.1,1.6,MCGI,100,595.74,50755.51,99.76
sift,64,1.1,1.6,MCGI,150,479.76,63936.63,99.88
sift,64,1.1,1.6,MCGI,200,373.99,81086.69,99.91
sift,64,1.1,1.7,Baseline,50,1306.88,22941.93,98.94
sift,64,1.1,1.7,Baseline,100,546.92,55945.53,99.75
sift,64,1.1,1.7,Baseline,150,501.46,61096.00,99.87
sift,64,1.1,1.7,Baseline,200,379.92,79743.81,99.91
sift,64,1.1,1.7,MCGI,50,783.35,39339.97,98.97
sift,64,1.1,1.7,MCGI,100,666.89,45424.37,99.75
sift,64,1.1,1.7,MCGI,150,435.19,70813.77,99.87
sift,64,1.1,1.7,MCGI,200,375.83,80648.10,99.91
sift,64,1.1,2.0,Baseline,50,1306.88,22941.93,98.94
sift,64,1.1,2.0,Baseline,100,546.92,55945.53,99.75
sift,64,1.1,2.0,Baseline,150,501.46,61096.00,99.87
sift,64,1.1,2.0,Baseline,200,379.92,79743.81,99.91
sift,64,1.1,2.0,MCGI,50,766.55,40261.58,99.00
sift,64,1.1,2.0,MCGI,100,665.45,45492.56,99.76
sift,64,1.1,2.0,MCGI,150,439.59,70035.35,99.87
sift,64,1.1,2.0,MCGI,200,370.36,81886.13,99.91
