Dataset,R,Alpha_Min,Alpha_Max,Algorithm,L,QPS,Latency,Recall
glove,32,1.0,2.0,Baseline,50,1218.42,24827.08,75.67
glove,32,1.0,2.0,Baseline,100,693.17,43909.29,82.54
glove,32,1.0,2.0,Baseline,150,405.94,76277.61,85.75
glove,32,1.0,2.0,Baseline,200,373.36,82757.24,87.78
glove,32,1.0,2.0,MCGI,50,756.99,40893.53,75.66
glove,32,1.0,2.0,MCGI,100,644.06,47311.71,82.54
glove,32,1.0,2.0,MCGI,150,450.50,68448.24,85.75
glove,32,1.0,2.0,MCGI,200,367.36,84268.40,87.76
glove,32,1.1,1.2,Baseline,50,1218.42,24827.08,75.67
glove,32,1.1,1.2,Baseline,100,693.17,43909.29,82.54
glove,32,1.1,1.2,Baseline,150,405.94,76277.61,85.75
glove,32,1.1,1.2,Baseline,200,373.36,82757.24,87.78
glove,32,1.1,1.2,MCGI,50,745.27,41562.52,75.31
glove,32,1.1,1.2,MCGI,100,640.43,47399.22,82.25
glove,32,1.1,1.2,MCGI,150,453.16,68098.34,85.43
glove,32,1.1,1.2,MCGI,200,364.66,84823.71,87.46
glove,32,1.1,1.3,Baseline,50,1218.42,24827.08,75.67
glove,32,1.1,1.3,Baseline,100,693.17,43909.29,82.54
glove,32,1.1,1.3,Baseline,150,405.94,76277.61,85.75
glove,32,1.1,1.3,Baseline,200,373.36,82757.24,87.78
glove,32,1.1,1.3,MCGI,50,706.59,43952.20,75.29
glove,32,1.1,1.3,MCGI,100,694.04,43791.72,82.41
glove,32,1.1,1.3,MCGI,150,477.66,64467.55,85.69
glove,32,1.1,1.3,MCGI,200,373.51,82840.18,87.65
glove,32,1.1,1.4,Baseline,50,1218.42,24827.08,75.67
glove,32,1.1,1.4,Baseline,100,693.17,43909.29,82.54
glove,32,1.1,1.4,Baseline,150,405.94,76277.61,85.75
glove,32,1.1,1.4,Baseline,200,373.36,82757.24,87.78
glove,32,1.1,1.4,MCGI,50,665.72,46737.51,75.55
glove,32,1.1,1.4,MCGI,100,674.79,45172.94,82.39
glove,32,1.1,1.4,MCGI,150,471.53,65283.43,85.62
glove,32,1.1,1.4,MCGI,200,363.05,85321.19,87.66
glove,32,1.1,1.5,Baseline,50,1218.42,24827.08,75.67
glove,32,1.1,1.5,Baseline,100,693.17,43909.29,82.54
glove,32,1.1,1.5,Baseline,150,405.94,76277.61,85.75
glove,32,1.1,1.5,Baseline,200,373.36,82757.24,87.78
glove,32,1.1,1.5,MCGI,50,761.57,40645.63,75.69
glove,32,1.1,1.5,MCGI,100,652.69,46768.87,82.55
glove,32,1.1,1.5,MCGI,150,435.52,70930.66,85.72
glove,32,1.1,1.5,MCGI,200,371.34,83213.97,87.76
glove,32,1.1,1.6,Baseline,50,1218.42,24827.08,75.67
glove,32,1.1,1.6,Baseline,100,693.17,43909.29,82.54
glove,32,1.1,1.6,Baseline,150,405.94,76277.61,85.75
glove,32,1.1,1.6,Baseline,200,373.36,82757.24,87.78
glove,32,1.1,1.6,MCGI,50,747.09,41458.66,75.84
glove,32,1.1,1.6,MCGI,100,651.28,46837.50,82.67
glove,32,1.1,1.6,MCGI,150,431.08,71682.13,85.81
glove,32,1.1,1.6,MCGI,200,364.50,84806.03,87.78
glove,32,1.1,1.7,Baseline,50,1218.42,24827.08,75.67
glove,32,1.1,1.7,Baseline,100,693.17,43909.29,82.54
glove,32,1.1,1.7,Baseline,150,405.94,76277.61,85.75
glove,32,1.1,1.7,Baseline,200,373.36,82757.24,87.78
glove,32,1.1,1.7,MCGI,50,763.39,40540.34,75.83
glove,32,1.1,1.7,MCGI,100,651.49,46810.26,82.70
glove,32,1.1,1.7,MCGI,150,437.72,70549.31,85.85
glove,32,1.1,1.7,MCGI,200,372.20,83108.16,87.87
glove,32,1.1,2.0,Baseline,50,1218.42,24827.08,75.67
glove,32,1.1,2.0,Baseline,100,693.17,43909.29,82.54
glove,32,1.1,2.0,Baseline,150,405.94,76277.61,85.75
glove,32,1.1,2.0,Baseline,200,373.36,82757.24,87.78
glove,32,1.1,2.0,MCGI,50,746.08,41501.56,75.64
glove,32,1.1,2.0,MCGI,100,645.34,47306.38,82.55
glove,32,1.1,2.0,MCGI,150,430.33,71785.34,85.89
glove,32,1.1,2.0,MCGI,200,363.85,85112.80,87.77
glove,48,1.0,1.1,Baseline,50,1247.51,23787.94,81.06
glove,48,1.0,1.1,Baseline,100,534.24,57411.06,86.90
glove,48,1.0,1.1,Baseline,150,495.10,61089.32,89.66
glove,48,1.0,1.1,Baseline,200,378.84,80004.08,91.41
glove,48,1.0,1.1,MCGI,50,1209.48,24623.32,80.14
glove,48,1.0,1.1,MCGI,100,681.63,44484.94,86.29
glove,48,1.0,1.1,MCGI,150,475.22,64044.56,89.00
glove,48,1.0,1.1,MCGI,200,363.78,83553.42,90.75
glove,48,1.0,1.2,Baseline,50,1247.51,23787.94,81.06
glove,48,1.0,1.2,Baseline,100,534.24,57411.06,86.90
glove,48,1.0,1.2,Baseline,150,495.10,61089.32,89.66
glove,48,1.0,1.2,Baseline,200,378.84,80004.08,91.41
glove,48,1.0,1.2,MCGI,50,729.36,42080.43,80.24
glove,48,1.0,1.2,MCGI,100,556.98,54959.49,86.26
glove,48,1.0,1.2,MCGI,150,479.30,63278.40,89.08
glove,48,1.0,1.2,MCGI,200,367.92,82505.76,90.80
glove,48,1.0,1.3,Baseline,50,1247.51,23787.94,81.06
glove,48,1.0,1.3,Baseline,100,534.24,57411.06,86.90
glove,48,1.0,1.3,Baseline,150,495.10,61089.32,89.66
glove,48,1.0,1.3,Baseline,200,378.84,80004.08,91.41
glove,48,1.0,1.3,MCGI,50,736.67,41670.39,80.29
glove,48,1.0,1.3,MCGI,100,649.57,46768.01,86.25
glove,48,1.0,1.3,MCGI,150,433.20,70610.72,89.03
glove,48,1.0,1.3,MCGI,200,368.82,82338.99,90.83
glove,48,1.0,1.4,Baseline,50,1247.51,23787.94,81.06
glove,48,1.0,1.4,Baseline,100,534.24,57411.06,86.90
glove,48,1.0,1.4,Baseline,150,495.10,61089.32,89.66
glove,48,1.0,1.4,Baseline,200,378.84,80004.08,91.41
glove,48,1.0,1.4,MCGI,50,649.03,47558.50,80.37
glove,48,1.0,1.4,MCGI,100,703.14,43015.19,86.48
glove,48,1.0,1.4,MCGI,150,490.34,61749.27,89.14
glove,48,1.0,1.4,MCGI,200,375.67,80755.09,90.97
glove,48,1.0,1.5,Baseline,50,1247.51,23787.94,81.06
glove,48,1.0,1.5,Baseline,100,534.24,57411.06,86.90
glove,48,1.0,1.5,Baseline,150,495.10,61089.32,89.66
glove,48,1.0,1.5,Baseline,200,378.84,80004.08,91.41
glove,48,1.0,1.5,MCGI,50,735.55,41659.68,80.59
glove,48,1.0,1.5,MCGI,100,568.15,53547.19,86.60
glove,48,1.0,1.5,MCGI,150,480.20,63233.89,89.37
glove,48,1.0,1.5,MCGI,200,367.60,82651.24,91.17
glove,48,1.0,1.6,Baseline,50,1247.51,23787.94,81.06
glove,48,1.0,1.6,Baseline,100,534.24,57411.06,86.90
glove,48,1.0,1.6,Baseline,150,495.10,61089.32,89.66
glove,48,1.0,1.6,Baseline,200,378.84,80004.08,91.41
glove,48,1.0,1.6,MCGI,50,723.64,42453.20,80.77
glove,48,1.0,1.6,MCGI,100,620.70,49061.57,86.69
glove,48,1.0,1.6,MCGI,150,436.28,69813.08,89.48
glove,48,1.0,1.6,MCGI,200,372.93,81331.88,91.24
glove,48,1.0,1.7,Baseline,50,1247.51,23787.94,81.06
glove,48,1.0,1.7,Baseline,100,534.24,57411.06,86.90
glove,48,1.0,1.7,Baseline,150,495.10,61089.32,89.66
glove,48,1.0,1.7,Baseline,200,378.84,80004.08,91.41
glove,48,1.0,1.7,MCGI,50,748.18,40908.12,80.76
glove,48,1.0,1.7,MCGI,100,659.50,46002.74,86.66
glove,48,1.0,1.7,MCGI,150,439.11,69444.81,89.49
glove,48,1.0,1.7,MCGI,200,377.73,80301.16,91.27
glove,48,1.0,2.0,Baseline,50,1247.51,23787.94,81.06
glove,48,1.0,2.0,Baseline,100,534.24,57411.06,86.90
glove,48,1.0,2.0,Baseline,150,495.10,61089.32,89.66
glove,48,1.0,2.0,Baseline,200,378.84,80004.08,91.41
glove,48,1.0,2.0,MCGI,50,738.69,41505.16,81.02
glove,48,1.0,2.0,MCGI,100,614.63,49179.38,86.82
glove,48,1.0,2.0,MCGI,150,474.08,63973.49,89.59
glove,48,1.0,2.0,MCGI,200,369.95,82060.00,91.35
glove,48,1.1,1.2,Baseline,50,1247.51,23787.94,81.06
glove,48,1.1,1.2,Baseline,100,534.24,57411.06,86.90
glove,48,1.1,1.2,Baseline,150,495.10,61089.32,89.66
glove,48,1.1,1.2,Baseline,200,378.84,80004.08,91.41
glove,48,1.1,1.2,MCGI,50,751.98,40818.32,80.22
glove,48,1.1,1.2,MCGI,100,652.90,46312.52,86.16
glove,48,1.1,1.2,MCGI,150,459.41,66347.44,89.02
glove,48,1.1,1.2,MCGI,200,378.20,80172.37,90.77
glove,48,1.1,1.3,Baseline,50,1247.51,23787.94,81.06
glove,48,1.1,1.3,Baseline,100,534.24,57411.06,86.90
glove,48,1.1,1.3,Baseline,150,495.10,61089.32,89.66
glove,48,1.1,1.3,Baseline,200,378.84,80004.08,91.41
glove,48,1.1,1.3,MCGI,50,733.99,41788.66,80.28
glove,48,1.1,1.3,MCGI,100,596.50,50731.08,86.39
glove,48,1.1,1.3,MCGI,150,477.84,63553.59,89.19
glove,48,1.1,1.3,MCGI,200,367.06,82748.67,90.90
glove,48,1.1,1.4,Baseline,50,1247.51,23787.94,81.06
glove,48,1.1,1.4,Baseline,100,534.24,57411.06,86.90
glove,48,1.1,1.4,Baseline,150,495.10,61089.32,89.66
glove,48,1.1,1.4,Baseline,200,378.84,80004.08,91.41
glove,48,1.1,1.4,MCGI,50,733.95,41830.69,80.62
glove,48,1.1,1.4,MCGI,100,621.63,48957.69,86.60
glove,48,1.1,1.4,MCGI,150,434.38,70183.18,89.46
glove,48,1.1,1.4,MCGI,200,375.13,80846.27,91.27
glove,48,1.1,1.5,Baseline,50,1247.51,23787.94,81.06
glove,48,1.1,1.5,Baseline,100,534.24,57411.06,86.90
glove,48,1.1,1.5,Baseline,150,495.10,61089.32,89.66
glove,48,1.1,1.5,Baseline,200,378.84,80004.08,91.41
glove,48,1.1,1.5,MCGI,50,738.26,41584.28,80.94
glove,48,1.1,1.5,MCGI,100,648.26,46859.17,86.69
glove,48,1.1,1.5,MCGI,150,434.03,70313.99,89.53
glove,48,1.1,1.5,MCGI,200,373.87,81171.57,91.27
glove,48,1.1,1.6,Baseline,50,1247.51,23787.94,81.06
glove,48,1.1,1.6,Baseline,100,534.24,57411.06,86.90
glove,48,1.1,1.6,Baseline,150,495.10,61089.32,89.66
glove,48,1.1,1.6,Baseline,200,378.84,80004.08,91.41
glove,48,1.1,1.6,MCGI,50,738.89,41486.86,80.98
glove,48,1.1,1.6,MCGI,100,648.89,46660.40,86.94
glove,48,1.1,1.6,MCGI,150,455.10,66802.58,89.66
glove,48,1.1,1.6,MCGI,200,369.91,82055.69,91.43
glove,48,1.1,1.7,Baseline,50,1247.51,23787.94,81.06
glove,48,1.1,1.7,Baseline,100,534.24,57411.06,86.90
glove,48,1.1,1.7,Baseline,150,495.10,61089.32,89.66
glove,48,1.1,1.7,Baseline,200,378.84,80004.08,91.41
glove,48,1.1,1.7,MCGI,50,752.86,40703.53,81.04
glove,48,1.1,1.7,MCGI,100,656.83,46227.69,86.86
glove,48,1.1,1.7,MCGI,150,436.97,69554.39,89.64
glove,48,1.1,1.7,MCGI,200,375.82,80684.67,91.42
glove,48,1.1,2.0,Baseline,50,1247.51,23787.94,81.06
glove,48,1.1,2.0,Baseline,100,534.24,57411.06,86.90
glove,48,1.1,2.0,Baseline,150,495.10,61089.32,89.66
glove,48,1.1,2.0,Baseline,200,378.84,80004.08,91.41
glove,48,1.1,2.0,MCGI,50,735.29,41711.10,81.10
glove,48,1.1,2.0,MCGI,100,623.20,48402.15,87.01
glove,48,1.1,2.0,MCGI,150,461.61,65885.80,89.66
glove,48,1.1,2.0,MCGI,200,367.11,82714.51,91.47
glove,64,1.0,1.1,Baseline,50,1276.38,22797.05,84.02
glove,64,1.0,1.1,Baseline,100,709.40,41762.65,89.34
glove,64,1.0,1.1,Baseline,150,389.83,77651.16,91.79
glove,64,1.0,1.1,Baseline,200,375.42,80513.63,93.26
glove,64,1.0,1.1,MCGI,50,1224.15,23836.59,83.22
glove,64,1.0,1.1,MCGI,100,681.24,43904.20,88.60
glove,64,1.0,1.1,MCGI,150,470.82,63591.90,91.18
glove,64,1.0,1.1,MCGI,200,360.33,84155.43,92.76
glove,64,1.0,1.2,Baseline,50,1276.38,22797.05,84.02
glove,64,1.0,1.2,Baseline,100,709.40,41762.65,89.34
glove,64,1.0,1.2,Baseline,150,389.83,77651.16,91.79
glove,64,1.0,1.2,Baseline,200,375.42,80513.63,93.26
glove,64,1.0,1.2,MCGI,50,741.93,40948.52,83.14
glove,64,1.0,1.2,MCGI,100,617.02,48887.40,88.56
glove,64,1.0,1.2,MCGI,150,418.07,72092.67,91.10
glove,64,1.0,1.2,MCGI,200,362.75,83545.58,92.71
glove,64,1.0,1.3,Baseline,50,1276.38,22797.05,84.02
glove,64,1.0,1.3,Baseline,100,709.40,41762.65,89.34
glove,64,1.0,1.3,Baseline,150,389.83,77651.16,91.79
glove,64,1.0,1.3,Baseline,200,375.42,80513.63,93.26
glove,64,1.0,1.3,MCGI,50,747.22,40637.79,83.35
glove,64,1.0,1.3,MCGI,100,657.61,45469.98,88.70
glove,64,1.0,1.3,MCGI,150,430.96,69891.24,91.25
glove,64,1.0,1.3,MCGI,200,368.81,82131.95,92.90
glove,64,1.0,1.4,Baseline,50,1276.38,22797.05,84.02
glove,64,1.0,1.4,Baseline,100,709.40,41762.65,89.34
glove,64,1.0,1.4,Baseline,150,389.83,77651.16,91.79
glove,64,1.0,1.4,Baseline,200,375.42,80513.63,93.26
glove,64,1.0,1.4,MCGI,50,728.84,41721.23,83.37
glove,64,1.0,1.4,MCGI,100,574.57,51984.72,88.87
glove,64,1.0,1.4,MCGI,150,481.76,61987.50,91.40
glove,64,1.0,1.4,MCGI,200,371.93,81351.21,93.01
glove,64,1.0,1.5,Baseline,50,1276.38,22797.05,84.02
glove,64,1.0,1.5,Baseline,100,709.40,41762.65,89.34
glove,64,1.0,1.5,Baseline,150,389.83,77651.16,91.79
glove,64,1.0,1.5,Baseline,200,375.42,80513.63,93.26
glove,64,1.0,1.5,MCGI,50,758.16,40033.48,83.62
glove,64,1.0,1.5,MCGI,100,661.32,45366.69,89.00
glove,64,1.0,1.5,MCGI,150,433.46,69400.06,91.59
glove,64,1.0,1.5,MCGI,200,376.06,80404.71,93.15
glove,64,1.0,1.6,Baseline,50,1276.38,22797.05,84.02
glove,64,1.0,1.6,Baseline,100,709.40,41762.65,89.34
glove,64,1.0,1.6,Baseline,150,389.83,77651.16,91.79
glove,64,1.0,1.6,Baseline,200,375.42,80513.63,93.26
glove,64,1.0,1.6,MCGI,50,743.92,40817.09,83.71
glove,64,1.0,1.6,MCGI,100,654.05,45817.04,89.07
glove,64,1.0,1.6,MCGI,150,429.91,69973.46,91.63
glove,64,1.0,1.6,MCGI,200,369.32,82019.39,93.10
glove,64,1.0,1.7,Baseline,50,1276.38,22797.05,84.02
glove,64,1.0,1.7,Baseline,100,709.40,41762.65,89.34
glove,64,1.0,1.7,Baseline,150,389.83,77651.16,91.79
glove,64,1.0,1.7,Baseline,200,375.42,80513.63,93.26
glove,64,1.0,1.7,MCGI,50,754.57,40157.78,83.86
glove,64,1.0,1.7,MCGI,100,625.48,47840.04,89.22
glove,64,1.0,1.7,MCGI,150,429.02,70123.98,91.69
glove,64,1.0,1.7,MCGI,200,377.03,80178.48,93.16
glove,64,1.0,2.0,Baseline,50,1276.38,22797.05,84.02
glove,64,1.0,2.0,Baseline,100,709.40,41762.65,89.34
glove,64,1.0,2.0,Baseline,150,389.83,77651.16,91.79
glove,64,1.0,2.0,Baseline,200,375.42,80513.63,93.26
glove,64,1.0,2.0,MCGI,50,739.29,41080.81,83.95
glove,64,1.0,2.0,MCGI,100,624.45,47658.21,89.25
glove,64,1.0,2.0,MCGI,150,461.88,64815.38,91.75
glove,64,1.0,2.0,MCGI,200,371.23,81552.74,93.25
glove,64,1.1,1.2,Baseline,50,1276.38,22797.05,84.02
glove,64,1.1,1.2,Baseline,100,709.40,41762.65,89.34
glove,64,1.1,1.2,Baseline,150,389.83,77651.16,91.79
glove,64,1.1,1.2,Baseline,200,375.42,80513.63,93.26
glove,64,1.1,1.2,MCGI,50,739.14,41104.72,83.18
glove,64,1.1,1.2,MCGI,100,568.59,52793.36,88.64
glove,64,1.1,1.2,MCGI,150,481.89,62009.08,91.18
glove,64,1.1,1.2,MCGI,200,369.33,81978.14,92.78
glove,64,1.1,1.3,Baseline,50,1276.38,22797.05,84.02
glove,64,1.1,1.3,Baseline,100,709.40,41762.65,89.34
glove,64,1.1,1.3,Baseline,150,389.83,77651.16,91.79
glove,64,1.1,1.3,Baseline,200,375.42,80513.63,93.26
glove,64,1.1,1.3,MCGI,50,754.77,40215.46,83.42
glove,64,1.1,1.3,MCGI,100,655.89,45618.54,88.86
glove,64,1.1,1.3,MCGI,150,431.98,69649.39,91.43
glove,64,1.1,1.3,MCGI,200,376.03,80447.42,93.03
glove,64,1.1,1.4,Baseline,50,1276.38,22797.05,84.02
glove,64,1.1,1.4,Baseline,100,709.40,41762.65,89.34
glove,64,1.1,1.4,Baseline,150,389.83,77651.16,91.79
glove,64,1.1,1.4,Baseline,200,375.42,80513.63,93.26
glove,64,1.1,1.4,MCGI,50,745.64,40725.89,83.73
glove,64,1.1,1.4,MCGI,100,656.40,45684.63,89.12
glove,64,1.1,1.4,MCGI,150,442.09,67981.51,91.59
glove,64,1.1,1.4,MCGI,200,369.55,81888.53,93.12
glove,64,1.1,1.5,Baseline,50,1276.38,22797.05,84.02
glove,64,1.1,1.5,Baseline,100,709.40,41762.65,89.34
glove,64,1.1,1.5,Baseline,150,389.83,77651.16,91.79
glove,64,1.1,1.5,Baseline,200,375.42,80513.63,93.26
glove,64,1.1,1.5,MCGI,50,744.06,40832.81,83.94
glove,64,1.1,1.5,MCGI,100,540.39,56249.44,89.21
glove,64,1.1,1.5,MCGI,150,491.01,60738.68,91.72
glove,64,1.1,1.5,MCGI,200,375.99,80400.70,93.24
glove,64,1.1,1.6,Baseline,50,1276.38,22797.05,84.02
glove,64,1.1,1.6,Baseline,100,709.40,41762.65,89.34
glove,64,1.1,1.6,Baseline,150,389.83,77651.16,91.79
glove,64,1.1,1.6,Baseline,200,375.42,80513.63,93.26
glove,64,1.1,1.6,MCGI,50,757.58,40063.59,83.96
glove,64,1.1,1.6,MCGI,100,662.11,45228.62,89.34
glove,64,1.1,1.6,MCGI,150,452.28,66291.18,91.79
glove,64,1.1,1.6,MCGI,200,378.68,79820.45,93.34
glove,64,1.1,1.7,Baseline,50,1276.38,22797.05,84.02
glove,64,1.1,1.7,Baseline,100,709.40,41762.65,89.34
glove,64,1.1,1.7,Baseline,150,389.83,77651.16,91.79
glove,64,1.1,1.7,Baseline,200,375.42,80513.63,93.26
glove,64,1.1,1.7,MCGI,50,733.07,41462.11,84.02
glove,64,1.1,1.7,MCGI,100,545.90,55535.73,89.24
glove,64,1.1,1.7,MCGI,150,470.47,63585.43,91.75
glove,64,1.1,1.7,MCGI,200,360.72,84037.58,93.25
glove,64,1.1,2.0,Baseline,50,1276.38,22797.05,84.02
glove,64,1.1,2.0,Baseline,100,709.40,41762.65,89.34
glove,64,1.1,2.0,Baseline,150,389.83,77651.16,91.79
glove,64,1.1,2.0,Baseline,200,375.42,80513.63,93.26
glove,64,1.1,2.0,MCGI,50,742.96,40888.44,83.93
glove,64,1.1,2.0,MCGI,100,617.25,48779.34,89.30
glove,64,1.1,2.0,MCGI,150,418.23,72044.00,91.78
glove,64,1.1,2.0,MCGI,200,362.63,83554.24,93.28
sift,32,1.0,1.1,Baseline,50,1289.37,23323.67,97.02
sift,32,1.0,1.1,Baseline,100,706.65,43682.51,99.10
sift,32,1.0,1.1,Baseline,150,414.66,75335.44,99.56
sift,32,1.0,1.1,Baseline,200,382.52,81021.77,99.74
sift,32,1.0,1.1,MCGI,50,1300.29,23157.75,95.97
sift,32,1.0,1.1,MCGI,100,715.18,43166.00,98.69
sift,32,1.0,1.1,MCGI,150,491.80,63261.26,99.37
sift,32,1.0,1.1,MCGI,200,373.83,82979.48,99.63
sift,32,1.0,1.2,Baseline,50,1289.37,23323.67,97.02
sift,32,1.0,1.2,Baseline,100,706.65,43682.51,99.10
sift,32,1.0,1.2,Baseline,150,414.66,75335.44,99.56
sift,32,1.0,1.2,Baseline,200,382.52,81021.77,99.74
sift,32,1.0,1.2,MCGI,50,793.11,38941.92,96.01
sift,32,1.0,1.2,MCGI,100,679.80,45473.15,98.70
sift,32,1.0,1.2,MCGI,150,443.92,70327.36,99.37
sift,32,1.0,1.2,MCGI,200,372.53,83283.43,99.64
sift,32,1.0,1.3,Baseline,50,1289.37,23323.67,97.02
sift,32,1.0,1.3,Baseline,100,706.65,43682.51,99.10
sift,32,1.0,1.3,Baseline,150,414.66,75335.44,99.56
sift,32,1.0,1.3,Baseline,200,382.52,81021.77,99.74
sift,32,1.0,1.3,MCGI,50,800.28,38583.99,96.27
sift,32,1.0,1.3,MCGI,100,677.87,45609.61,98.82
sift,32,1.0,1.3,MCGI,150,447.41,69771.30,99.44
sift,32,1.0,1.3,MCGI,200,379.71,81642.50,99.67
sift,32,1.0,1.4,Baseline,50,1289.37,23323.67,97.02
sift,32,1.0,1.4,Baseline,100,706.65,43682.51,99.10
sift,32,1.0,1.4,Baseline,150,414.66,75335.44,99.56
sift,32,1.0,1.4,Baseline,200,382.52,81021.77,99.74
sift,32,1.0,1.4,MCGI,50,792.58,38975.59,96.47
sift,32,1.0,1.4,MCGI,100,680.81,45396.26,98.90
sift,32,1.0,1.4,MCGI,150,443.23,70434.30,99.48
sift,32,1.0,1.4,MCGI,200,372.66,83242.12,99.70
sift,32,1.0,1.5,Baseline,50,1289.37,23323.67,97.02
sift,32,1.0,1.5,Baseline,100,706.65,43682.51,99.10
sift,32,1.0,1.5,Baseline,150,414.66,75335.44,99.56
sift,32,1.0,1.5,Baseline,200,382.52,81021.77,99.74
sift,32,1.0,1.5,MCGI,50,806.52,38274.66,96.70
sift,32,1.0,1.5,MCGI,100,682.88,45267.06,99.00
sift,32,1.0,1.5,MCGI,150,447.67,69674.36,99.52
sift,32,1.0,1.5,MCGI,200,380.55,81452.43,99.73
sift,32,1.0,1.6,Baseline,50,1289.37,23323.67,97.02
sift,32,1.0,1.6,Baseline,100,706.65,43682.51,99.10
sift,32,1.0,1.6,Baseline,150,414.66,75335.44,99.56
sift,32,1.0,1.6,Baseline,200,382.52,81021.77,99.74
sift,32,1.0,1.6,MCGI,50,794.23,38870.93,96.81
sift,32,1.0,1.6,MCGI,100,679.97,45443.50,99.02
sift,32,1.0,1.6,MCGI,150,443.18,70316.94,99.52
sift,32,1.0,1.6,MCGI,200,372.65,83218.76,99.74
sift,32,1.0,1.7,Baseline,50,1289.37,23323.67,97.02
sift,32,1.0,1.7,Baseline,100,706.65,43682.51,99.10
sift,32,1.0,1.7,Baseline,150,414.66,75335.44,99.56
sift,32,1.0,1.7,Baseline,200,382.52,81021.77,99.74
sift,32,1.0,1.7,MCGI,50,805.69,38311.65,96.88
sift,32,1.0,1.7,MCGI,100,682.32,45275.10,99.06
sift,32,1.0,1.7,MCGI,150,447.35,69663.32,99.54
sift,32,1.0,1.7,MCGI,200,380.05,81539.27,99.75
sift,32,1.0,2.0,Baseline,50,1289.37,23323.67,97.02
sift,32,1.0,2.0,Baseline,100,706.65,43682.51,99.10
sift,32,1.0,2.0,Baseline,150,414.66,75335.44,99.56
sift,32,1.0,2.0,Baseline,200,382.52,81021.77,99.74
sift,32,1.0,2.0,MCGI,50,704.65,44018.12,96.99
sift,32,1.0,2.0,MCGI,100,684.66,45125.72,99.09
sift,32,1.0,2.0,MCGI,150,470.60,66044.12,99.57
sift,32,1.0,2.0,MCGI,200,366.52,84650.96,99.75
sift,32,1.1,1.2,Baseline,50,1289.37,23323.67,97.02
sift,32,1.1,1.2,Baseline,100,706.65,43682.51,99.10
sift,32,1.1,1.2,Baseline,150,414.66,75335.44,99.56
sift,32,1.1,1.2,Baseline,200,382.52,81021.77,99.74
sift,32,1.1,1.2,MCGI,50,788.03,39198.74,95.97
sift,32,1.1,1.2,MCGI,100,669.32,46187.47,98.71
sift,32,1.1,1.2,MCGI,150,450.45,69257.91,99.37
sift,32,1.1,1.2,MCGI,200,376.15,82445.98,99.65
sift,32,1.1,1.3,Baseline,50,1289.37,23323.67,97.02
sift,32,1.1,1.3,Baseline,100,706.65,43682.51,99.10
sift,32,1.1,1.3,Baseline,150,414.66,75335.44,99.56
sift,32,1.1,1.3,Baseline,200,382.52,81021.77,99.74
sift,32,1.1,1.3,MCGI,50,783.21,39458.11,96.48
sift,32,1.1,1.3,MCGI,100,674.94,45803.29,98.90
sift,32,1.1,1.3,MCGI,150,440.80,70826.53,99.48
sift,32,1.1,1.3,MCGI,200,370.61,83715.97,99.69
sift,32,1.1,1.4,Baseline,50,1289.37,23323.67,97.02
sift,32,1.1,1.4,Baseline,100,706.65,43682.51,99.10
sift,32,1.1,1.4,Baseline,150,414.66,75335.44,99.56
sift,32,1.1,1.4,Baseline,200,382.52,81021.77,99.74
sift,32,1.1,1.4,MCGI,50,730.98,42411.45,96.78
sift,32,1.1,1.4,MCGI,100,728.77,42307.62,99.03
sift,32,1.1,1.4,MCGI,150,492.27,63128.44,99.53
sift,32,1.1,1.4,MCGI,200,380.57,81431.92,99.74
sift,32,1.1,1.5,Baseline,50,1289.37,23323.67,97.02
sift,32,1.1,1.5,Baseline,100,706.65,43682.51,99.10
sift,32,1.1,1.5,Baseline,150,414.66,75335.44,99.56
sift,32,1.1,1.5,Baseline,200,382.52,81021.77,99.74
sift,32,1.1,1.5,MCGI,50,791.79,38994.76,96.90
sift,32,1.1,1.5,MCGI,100,684.45,45154.43,99.05
sift,32,1.1,1.5,MCGI,150,444.09,70214.45,99.53
sift,32,1.1,1.5,MCGI,200,372.88,83193.47,99.74
sift,32,1.1,1.6,Baseline,50,1289.37,23323.67,97.02
sift,32,1.1,1.6,Baseline,100,706.65,43682.51,99.10
sift,32,1.1,1.6,Baseline,150,414.66,75335.44,99.56
sift,32,1.1,1.6,Baseline,200,382.52,81021.77,99.74
sift,32,1.1,1.6,MCGI,50,706.36,43888.14,96.99
sift,32,1.1,1.6,MCGI,100,645.12,47979.43,99.08
sift,32,1.1,1.6,MCGI,150,483.66,64283.24,99.57
sift,32,1.1,1.6,MCGI,200,379.41,81708.10,99.76
sift,32,1.1,1.7,Baseline,50,1289.37,23323.67,97.02
sift,32,1.1,1.7,Baseline,100,706.65,43682.51,99.10
sift,32,1.1,1.7,Baseline,150,414.66,75335.44,99.56
sift,32,1.1,1.7,Baseline,200,382.52,81021.77,99.74
sift,32,1.1,1.7,MCGI,50,785.70,39319.73,97.00
sift,32,1.1,1.7,MCGI,100,679.51,45455.69,99.07
sift,32,1.1,1.7,MCGI,150,441.26,70568.96,99.55
sift,32,1.1,1.7,MCGI,200,371.27,83530.65,99.74
sift,32,1.1,2.0,Baseline,50,1289.37,23323.67,97.02
sift,32,1.1,2.0,Baseline,100,706.65,43682.51,99.10
sift,32,1.1,2.0,Baseline,150,414.66,75335.44,99.56
sift,32,1.1,2.0,Baseline,200,382.52,81021.77,99.74
sift,32,1.1,2.0,MCGI,50,797.24,38726.16,97.08
