Dataset,R,Alpha_Min,Alpha_Max,Algorithm,L,QPS,Latency,Recall
glove,32,1.0,1.5,Baseline,200,365.22,84544.67,88.11
glove,32,1.0,1.5,Baseline,200,373.36,82757.24,87.78
glove,32,1.0,1.5,Baseline,200,363.79,85210.64,87.24
glove,32,1.0,1.5,Baseline,200,372.77,82997.55,88.32
glove,32,1.0,1.5,MCGI,50,736.55,42048.88,73.63
glove,32,1.0,1.5,MCGI,50,733.50,42264.78,75.95
glove,32,1.0,1.5,MCGI,50,734.90,42169.00,75.52
glove,32,1.0,1.5,MCGI,50,742.52,41737.72,74.75
glove,32,1.0,1.5,MCGI,50,724.99,42766.91,75.95
glove,32,1.0,1.5,MCGI,100,540.55,56893.45,80.90
glove,32,1.0,1.5,MCGI,100,544.89,56500.39,82.89
glove,32,1.0,1.5,MCGI,100,554.79,55366.55,82.46
glove,32,1.0,1.5,MCGI,100,637.66,47927.11,81.71
glove,32,1.0,1.5,MCGI,100,616.50,49667.18,82.97
glove,32,1.0,1.5,MCGI,150,481.43,63916.15,84.13
glove,32,1.0,1.5,MCGI,150,477.97,64420.39,85.99
glove,32,1.0,1.5,MCGI,150,479.74,64163.94,85.67
glove,32,1.0,1.5,MCGI,150,426.30,72525.70,84.97
glove,32,1.0,1.5,MCGI,150,431.47,71618.02,86.22
glove,32,1.0,1.5,MCGI,200,370.86,83502.69,86.26
glove,32,1.0,1.5,MCGI,200,367.20,84237.94,87.96
glove,32,1.0,1.5,MCGI,200,368.82,83868.03,87.73
glove,32,1.0,1.5,MCGI,200,361.56,85620.48,87.08
glove,32,1.0,1.5,MCGI,200,365.69,84519.98,88.19
glove,32,1.0,1.8,Baseline,50,1157.35,26220.10,75.29
glove,32,1.0,1.8,Baseline,50,1170.60,25917.49,74.26
glove,32,1.0,1.8,Baseline,50,1170.05,25918.95,76.19
glove,32,1.0,1.8,Baseline,50,1218.42,24827.08,75.67
glove,32,1.0,1.8,Baseline,50,1190.93,25454.40,76.03
glove,32,1.0,1.8,Baseline,100,530.63,57996.81,82.17
glove,32,1.0,1.8,Baseline,100,688.80,44181.08,81.24
glove,32,1.0,1.8,Baseline,100,546.32,56310.72,83.22
glove,32,1.0,1.8,Baseline,100,693.17,43909.29,82.54
glove,32,1.0,1.8,Baseline,100,547.97,56153.46,82.89
glove,32,1.0,1.8,Baseline,150,473.24,65082.10,85.27
glove,32,1.0,1.8,Baseline,150,410.80,75375.90,84.43
glove,32,1.0,1.8,Baseline,150,484.25,63528.48,86.46
glove,32,1.0,1.8,Baseline,150,405.94,76277.61,85.75
glove,32,1.0,1.8,Baseline,150,475.52,64737.46,86.12
glove,32,1.0,1.8,Baseline,200,363.79,85210.64,87.24
glove,32,1.0,1.8,Baseline,200,370.90,83371.88,86.47
glove,32,1.0,1.8,Baseline,200,372.77,82997.55,88.32
glove,32,1.0,1.8,Baseline,200,373.36,82757.24,87.78
glove,32,1.0,1.8,Baseline,200,365.22,84544.67,88.11
glove,32,1.0,1.8,MCGI,50,742.49,41710.12,74.97
glove,32,1.0,1.8,MCGI,50,672.10,46269.88,74.18
glove,32,1.0,1.8,MCGI,50,730.35,42447.01,76.01
glove,32,1.0,1.8,MCGI,50,757.08,40886.35,75.77
glove,32,1.0,1.8,MCGI,50,693.12,44800.69,75.74
glove,32,1.0,1.8,MCGI,100,622.56,48646.76,81.92
glove,32,1.0,1.8,MCGI,100,660.02,46140.65,80.93
glove,32,1.0,1.8,MCGI,100,543.40,56585.68,83.07
glove,32,1.0,1.8,MCGI,100,646.80,47027.50,82.64
glove,32,1.0,1.8,MCGI,100,694.70,43812.11,82.77
glove,32,1.0,1.8,MCGI,150,473.34,65056.59,85.21
glove,32,1.0,1.8,MCGI,150,458.96,67175.69,84.25
glove,32,1.0,1.8,MCGI,150,477.53,64455.15,86.22
glove,32,1.0,1.8,MCGI,150,461.32,66808.69,85.76
glove,32,1.0,1.8,MCGI,150,477.98,64398.46,86.09
glove,32,1.0,1.8,MCGI,200,372.76,82978.54,87.23
glove,32,1.0,1.8,MCGI,200,359.76,85991.43,86.36
glove,32,1.0,1.8,MCGI,200,368.14,84075.20,88.20
glove,32,1.0,1.8,MCGI,200,371.94,82961.04,87.80
glove,32,1.0,1.8,MCGI,200,373.40,82702.03,88.07
glove,48,1.0,1.2,Baseline,50,1247.51,23787.94,81.06
glove,48,1.0,1.2,Baseline,50,1250.22,23704.97,81.60
glove,48,1.0,1.2,Baseline,50,1215.79,24404.14,79.45
glove,48,1.0,1.2,Baseline,50,1226.90,24289.21,81.69
glove,48,1.0,1.2,Baseline,50,1249.38,23792.65,80.44
glove,48,1.0,1.2,Baseline,100,534.24,57411.06,86.90
glove,48,1.0,1.2,Baseline,100,541.67,56574.02,87.37
glove,48,1.0,1.2,Baseline,100,558.88,54771.80,85.44
glove,48,1.0,1.2,Baseline,100,545.63,56152.44,87.40
glove,48,1.0,1.2,Baseline,100,541.82,56542.51,86.40
glove,48,1.0,1.2,Baseline,150,495.10,61089.32,89.66
glove,48,1.0,1.2,Baseline,150,493.08,61403.66,90.04
glove,48,1.0,1.2,Baseline,150,492.56,61403.08,88.29
glove,48,1.0,1.2,Baseline,150,495.26,60954.79,90.24
glove,48,1.0,1.2,Baseline,150,491.60,61573.65,89.12
glove,48,1.0,1.2,Baseline,200,378.84,80004.08,91.41
glove,48,1.0,1.2,Baseline,200,377.37,80320.44,91.71
glove,48,1.0,1.2,Baseline,200,377.17,80463.69,90.03
glove,48,1.0,1.2,Baseline,200,379.01,79970.09,91.88
glove,48,1.0,1.2,Baseline,200,376.76,80507.05,90.86
glove,48,1.0,1.2,MCGI,50,715.60,43065.87,80.21
glove,48,1.0,1.2,MCGI,50,1233.80,24159.74,80.75
glove,48,1.0,1.2,MCGI,50,1241.40,24008.97,78.40
glove,48,1.0,1.2,MCGI,50,1230.21,24173.67,81.02
glove,48,1.0,1.2,MCGI,50,1219.68,24442.73,79.47
glove,48,1.0,1.2,MCGI,100,617.53,49344.07,86.20
glove,48,1.0,1.2,MCGI,100,691.84,43802.03,86.65
glove,48,1.0,1.2,MCGI,100,694.14,43634.25,84.66
glove,48,1.0,1.2,MCGI,100,694.13,43613.31,86.98
glove,48,1.0,1.2,MCGI,100,684.40,44329.21,85.50
glove,48,1.0,1.2,MCGI,150,432.10,70677.86,89.04
glove,48,1.0,1.2,MCGI,150,479.95,63185.50,89.47
glove,48,1.0,1.2,MCGI,150,482.68,62821.30,87.56
glove,48,1.0,1.2,MCGI,150,484.16,62758.78,89.78
glove,48,1.0,1.2,MCGI,150,476.49,63912.90,88.38
glove,48,1.0,1.2,MCGI,200,368.41,82437.57,90.78
glove,48,1.0,1.2,MCGI,200,367.81,82607.30,91.23
glove,48,1.0,1.2,MCGI,200,369.68,82172.53,89.41
glove,48,1.0,1.2,MCGI,200,370.68,81952.58,91.59
glove,48,1.0,1.2,MCGI,200,365.12,83231.77,90.19
glove,48,1.0,1.5,Baseline,50,1250.22,23704.97,81.60
glove,48,1.0,1.5,Baseline,50,1247.51,23787.94,81.06
glove,48,1.0,1.5,Baseline,50,1249.38,23792.65,80.44
glove,48,1.0,1.5,Baseline,50,1226.90,24289.21,81.69
glove,48,1.0,1.5,Baseline,50,1215.79,24404.14,79.45
glove,48,1.0,1.5,Baseline,100,541.67,56574.02,87.37
glove,48,1.0,1.5,Baseline,100,534.24,57411.06,86.90
glove,48,1.0,1.5,Baseline,100,541.82,56542.51,86.40
glove,48,1.0,1.5,Baseline,100,545.63,56152.44,87.40
glove,48,1.0,1.5,Baseline,100,558.88,54771.80,85.44
glove,48,1.0,1.5,Baseline,150,493.08,61403.66,90.04
glove,48,1.0,1.5,Baseline,150,495.10,61089.32,89.66
glove,48,1.0,1.5,Baseline,150,491.60,61573.65,89.12
glove,48,1.0,1.5,Baseline,150,495.26,60954.79,90.24
glove,48,1.0,1.5,Baseline,150,492.56,61403.08,88.29
glove,48,1.0,1.5,Baseline,200,377.37,80320.44,91.71
glove,48,1.0,1.5,Baseline,200,378.84,80004.08,91.41
glove,48,1.0,1.5,Baseline,200,376.76,80507.05,90.86
glove,48,1.0,1.5,Baseline,200,379.01,79970.09,91.88
glove,48,1.0,1.5,Baseline,200,377.17,80463.69,90.03
glove,48,1.0,1.5,MCGI,50,734.50,41789.44,81.30
glove,48,1.0,1.5,MCGI,50,712.74,43071.35,80.52
glove,48,1.0,1.5,MCGI,50,723.03,42462.92,79.90
glove,48,1.0,1.5,MCGI,50,722.06,42625.70,81.31
glove,48,1.0,1.5,MCGI,50,719.95,42646.91,79.20
glove,48,1.0,1.5,MCGI,100,623.66,48841.55,87.18
glove,48,1.0,1.5,MCGI,100,554.52,55209.63,86.50
glove,48,1.0,1.5,MCGI,100,538.19,56969.08,86.11
glove,48,1.0,1.5,MCGI,100,541.62,56560.47,87.33
glove,48,1.0,1.5,MCGI,100,616.61,49419.60,85.16
glove,48,1.0,1.5,MCGI,150,432.58,70564.53,89.94
glove,48,1.0,1.5,MCGI,150,481.78,62871.50,89.39
glove,48,1.0,1.5,MCGI,150,487.25,62155.56,88.92
glove,48,1.0,1.5,MCGI,150,492.84,61542.54,90.11
glove,48,1.0,1.5,MCGI,150,449.47,67433.07,87.96
glove,48,1.0,1.5,MCGI,200,375.07,80875.10,91.58
glove,48,1.0,1.5,MCGI,200,369.06,82240.12,91.14
glove,48,1.0,1.5,MCGI,200,374.00,81172.36,90.62
glove,48,1.0,1.5,MCGI,200,377.28,80378.82,91.77
glove,48,1.0,1.5,MCGI,200,376.03,80661.80,89.85
glove,48,1.0,1.8,Baseline,50,1226.90,24289.21,81.69
glove,48,1.0,1.8,Baseline,50,1247.51,23787.94,81.06
glove,48,1.0,1.8,Baseline,50,1250.22,23704.97,81.60
glove,48,1.0,1.8,Baseline,50,1249.38,23792.65,80.44
glove,48,1.0,1.8,Baseline,50,1215.79,24404.14,79.45
glove,48,1.0,1.8,Baseline,100,545.63,56152.44,87.40
glove,48,1.0,1.8,Baseline,100,534.24,57411.06,86.90
glove,48,1.0,1.8,Baseline,100,541.67,56574.02,87.37
glove,48,1.0,1.8,Baseline,100,541.82,56542.51,86.40
glove,48,1.0,1.8,Baseline,100,558.88,54771.80,85.44
glove,48,1.0,1.8,Baseline,150,495.26,60954.79,90.24
glove,48,1.0,1.8,Baseline,150,495.10,61089.32,89.66
glove,48,1.0,1.8,Baseline,150,493.08,61403.66,90.04
glove,48,1.0,1.8,Baseline,150,491.60,61573.65,89.12
glove,48,1.0,1.8,Baseline,150,492.56,61403.08,88.29
glove,48,1.0,1.8,Baseline,200,379.01,79970.09,91.88
glove,48,1.0,1.8,Baseline,200,378.84,80004.08,91.41
glove,48,1.0,1.8,Baseline,200,377.37,80320.44,91.71
glove,48,1.0,1.8,Baseline,200,376.76,80507.05,90.86
glove,48,1.0,1.8,Baseline,200,377.17,80463.69,90.03
glove,48,1.0,1.8,MCGI,50,735.31,41811.79,81.49
glove,48,1.0,1.8,MCGI,50,719.14,42577.63,80.86
glove,48,1.0,1.8,MCGI,50,745.86,41111.59,81.37
glove,48,1.0,1.8,MCGI,50,726.66,42243.85,80.25
glove,48,1.0,1.8,MCGI,50,656.65,46951.66,79.44
glove,48,1.0,1.8,MCGI,100,569.24,53555.27,87.40
glove,48,1.0,1.8,MCGI,100,619.34,49175.33,86.74
glove,48,1.0,1.8,MCGI,100,655.59,46307.23,87.20
glove,48,1.0,1.8,MCGI,100,536.14,57144.89,86.29
glove,48,1.0,1.8,MCGI,100,693.15,43672.58,85.44
glove,48,1.0,1.8,MCGI,150,480.35,63130.68,90.17
glove,48,1.0,1.8,MCGI,150,429.65,70886.20,89.45
glove,48,1.0,1.8,MCGI,150,433.14,70402.01,89.97
glove,48,1.0,1.8,MCGI,150,493.04,61492.85,89.07
glove,48,1.0,1.8,MCGI,150,481.80,62815.80,88.18
glove,48,1.0,1.8,MCGI,200,368.13,82470.77,91.91
glove,48,1.0,1.8,MCGI,200,372.01,81601.62,91.25
glove,48,1.0,1.8,MCGI,200,373.03,81315.90,91.66
glove,48,1.0,1.8,MCGI,200,378.42,80167.04,90.86
glove,48,1.0,1.8,MCGI,200,369.12,82301.22,90.04
glove,64,1.0,1.2,Baseline,50,1229.20,23751.21,82.41
glove,64,1.0,1.2,Baseline,50,1276.38,22797.05,84.02
glove,64,1.0,1.2,Baseline,50,1227.13,23839.25,83.28
glove,64,1.0,1.2,Baseline,50,1248.77,23347.68,84.31
glove,64,1.0,1.2,Baseline,50,1256.35,23208.52,84.54
glove,64,1.0,1.2,Baseline,100,532.33,57085.57,87.72
glove,64,1.0,1.2,Baseline,100,709.40,41762.65,89.34
glove,64,1.0,1.2,Baseline,100,534.14,56680.96,88.72
glove,64,1.0,1.2,Baseline,100,537.24,56412.64,89.70
glove,64,1.0,1.2,Baseline,100,542.87,56028.74,89.86
glove,64,1.0,1.2,Baseline,150,483.94,61704.66,90.26
glove,64,1.0,1.2,Baseline,150,389.83,77651.16,91.79
glove,64,1.0,1.2,Baseline,150,491.68,60583.89,91.21
glove,64,1.0,1.2,Baseline,150,488.65,61090.56,92.06
glove,64,1.0,1.2,Baseline,150,496.16,60034.49,92.33
glove,64,1.0,1.2,Baseline,200,370.62,81612.67,91.93
glove,64,1.0,1.2,Baseline,200,375.42,80513.63,93.26
glove,64,1.0,1.2,Baseline,200,376.25,80365.65,92.84
glove,64,1.0,1.2,Baseline,200,372.63,81219.59,93.61
glove,64,1.0,1.2,Baseline,200,379.41,79664.18,93.87
glove,64,1.0,1.2,MCGI,50,1224.91,23969.16,81.67
glove,64,1.0,1.2,MCGI,50,712.58,42699.56,83.17
glove,64,1.0,1.2,MCGI,50,1229.99,23768.19,82.53
glove,64,1.0,1.2,MCGI,50,1254.30,23272.99,83.65
glove,64,1.0,1.2,MCGI,50,1276.63,22791.15,83.73
glove,64,1.0,1.2,MCGI,100,685.37,43552.57,87.15
glove,64,1.0,1.2,MCGI,100,545.39,55684.30,88.60
glove,64,1.0,1.2,MCGI,100,691.24,43540.60,87.98
glove,64,1.0,1.2,MCGI,100,699.64,42673.77,89.06
glove,64,1.0,1.2,MCGI,100,713.30,41908.30,89.17
glove,64,1.0,1.2,MCGI,150,476.51,62847.20,89.81
glove,64,1.0,1.2,MCGI,150,476.05,62849.69,91.19
glove,64,1.0,1.2,MCGI,150,481.57,62012.92,90.60
glove,64,1.0,1.2,MCGI,150,492.23,60641.30,91.54
glove,64,1.0,1.2,MCGI,150,493.32,60511.72,91.71
glove,64,1.0,1.2,MCGI,200,364.94,83076.20,91.54
glove,64,1.0,1.2,MCGI,200,364.46,83192.67,92.74
glove,64,1.0,1.2,MCGI,200,369.34,82017.69,92.21
glove,64,1.0,1.2,MCGI,200,377.98,80020.09,93.15
glove,64,1.0,1.2,MCGI,200,376.85,80261.32,93.30
glove,64,1.0,1.5,Baseline,50,1227.13,23839.25,83.28
glove,64,1.0,1.5,Baseline,50,1248.77,23347.68,84.31
glove,64,1.0,1.5,Baseline,50,1276.38,22797.05,84.02
glove,64,1.0,1.5,Baseline,50,1229.20,23751.21,82.41
glove,64,1.0,1.5,Baseline,50,1256.35,23208.52,84.54
glove,64,1.0,1.5,Baseline,100,534.14,56680.96,88.72
glove,64,1.0,1.5,Baseline,100,537.24,56412.64,89.70
glove,64,1.0,1.5,Baseline,100,709.40,41762.65,89.34
glove,64,1.0,1.5,Baseline,100,532.33,57085.57,87.72
glove,64,1.0,1.5,Baseline,100,542.87,56028.74,89.86
glove,64,1.0,1.5,Baseline,150,491.68,60583.89,91.21
glove,64,1.0,1.5,Baseline,150,488.65,61090.56,92.06
glove,64,1.0,1.5,Baseline,150,389.83,77651.16,91.79
glove,64,1.0,1.5,Baseline,150,483.94,61704.66,90.26
glove,64,1.0,1.5,Baseline,150,496.16,60034.49,92.33
glove,64,1.0,1.5,Baseline,200,376.25,80365.65,92.84
glove,64,1.0,1.5,Baseline,200,372.63,81219.59,93.61
glove,64,1.0,1.5,Baseline,200,375.42,80513.63,93.26
glove,64,1.0,1.5,Baseline,200,370.62,81612.67,91.93
glove,64,1.0,1.5,Baseline,200,379.41,79664.18,93.87
glove,64,1.0,1.5,MCGI,50,755.97,40194.93,82.96
glove,64,1.0,1.5,MCGI,50,724.43,41987.79,84.02
glove,64,1.0,1.5,MCGI,50,709.36,42951.34,83.64
glove,64,1.0,1.5,MCGI,50,719.47,42311.92,81.96
glove,64,1.0,1.5,MCGI,50,744.22,40822.84,84.21
glove,64,1.0,1.5,MCGI,100,656.77,45575.49,88.40
glove,64,1.0,1.5,MCGI,100,617.51,48420.54,89.45
glove,64,1.0,1.5,MCGI,100,544.23,55762.27,89.05
glove,64,1.0,1.5,MCGI,100,622.61,48398.23,87.42
glove,64,1.0,1.5,MCGI,100,646.06,46422.87,89.65
glove,64,1.0,1.5,MCGI,150,432.21,69615.99,90.95
glove,64,1.0,1.5,MCGI,150,458.79,65365.41,91.90
glove,64,1.0,1.5,MCGI,150,475.11,62998.03,91.64
glove,64,1.0,1.5,MCGI,150,425.37,70894.95,90.04
glove,64,1.0,1.5,MCGI,150,451.02,66525.46,92.12
glove,64,1.0,1.5,MCGI,200,374.95,80687.81,92.61
glove,64,1.0,1.5,MCGI,200,369.23,82037.95,93.47
glove,64,1.0,1.5,MCGI,200,363.62,83363.08,93.18
glove,64,1.0,1.5,MCGI,200,367.64,82419.75,91.79
glove,64,1.0,1.5,MCGI,200,368.16,82269.18,93.65
glove,64,1.0,1.8,Baseline,50,1229.20,23751.21,82.41
glove,64,1.0,1.8,Baseline,50,1227.13,23839.25,83.28
glove,64,1.0,1.8,Baseline,50,1276.38,22797.05,84.02
glove,64,1.0,1.8,Baseline,50,1256.35,23208.52,84.54
glove,64,1.0,1.8,Baseline,50,1248.77,23347.68,84.31
glove,64,1.0,1.8,Baseline,100,532.33,57085.57,87.72
glove,64,1.0,1.8,Baseline,100,534.14,56680.96,88.72
glove,64,1.0,1.8,Baseline,100,709.40,41762.65,89.34
glove,64,1.0,1.8,Baseline,100,542.87,56028.74,89.86
glove,64,1.0,1.8,Baseline,100,537.24,56412.64,89.70
glove,64,1.0,1.8,Baseline,150,483.94,61704.66,90.26
glove,64,1.0,1.8,Baseline,150,491.68,60583.89,91.21
glove,64,1.0,1.8,Baseline,150,389.83,77651.16,91.79
glove,64,1.0,1.8,Baseline,150,496.16,60034.49,92.33
glove,64,1.0,1.8,Baseline,150,488.65,61090.56,92.06
glove,64,1.0,1.8,Baseline,200,370.62,81612.67,91.93
glove,64,1.0,1.8,Baseline,200,376.25,80365.65,92.84
glove,64,1.0,1.8,Baseline,200,375.42,80513.63,93.26
glove,64,1.0,1.8,Baseline,200,379.41,79664.18,93.87
glove,64,1.0,1.8,Baseline,200,372.63,81219.59,93.61
glove,64,1.0,1.8,MCGI,50,728.03,41778.93,82.38
glove,64,1.0,1.8,MCGI,50,721.72,42158.10,83.12
glove,64,1.0,1.8,MCGI,50,730.10,41653.61,83.95
glove,64,1.0,1.8,MCGI,50,737.29,41221.12,84.44
glove,64,1.0,1.8,MCGI,50,711.69,42767.89,84.23
glove,64,1.0,1.8,MCGI,100,537.47,56568.52,87.79
glove,64,1.0,1.8,MCGI,100,619.13,48377.04,88.61
glove,64,1.0,1.8,MCGI,100,621.54,48416.64,89.23
glove,64,1.0,1.8,MCGI,100,539.50,56046.68,89.77
glove,64,1.0,1.8,MCGI,100,627.72,47910.83,89.55
glove,64,1.0,1.8,MCGI,150,485.48,61488.00,90.35
glove,64,1.0,1.8,MCGI,150,423.79,71116.65,91.12
glove,64,1.0,1.8,MCGI,150,449.70,66731.77,91.78
glove,64,1.0,1.8,MCGI,150,490.49,60816.46,92.30
glove,64,1.0,1.8,MCGI,150,428.00,70383.81,92.04
glove,64,1.0,1.8,MCGI,200,371.06,81517.85,92.03
glove,64,1.0,1.8,MCGI,200,371.82,81442.81,92.84
glove,64,1.0,1.8,MCGI,200,371.66,81442.96,93.31
glove,64,1.0,1.8,MCGI,200,375.20,80572.99,93.80
glove,64,1.0,1.8,MCGI,200,368.42,82206.14,93.51
sift,16,1.0,1.1,Baseline,50,1167.36,26061.08,84.14
sift,16,1.0,1.1,Baseline,50,1202.63,25228.40,87.01
sift,16,1.0,1.1,Baseline,50,836.90,36890.22,88.48
sift,16,1.0,1.1,Baseline,50,1199.28,25306.48,89.25
sift,16,1.0,1.1,Baseline,100,668.40,46383.56,91.31
sift,16,1.0,1.1,Baseline,100,559.40,55729.65,93.41
sift,16,1.0,1.1,Baseline,100,710.58,43583.89,94.33
sift,16,1.0,1.1,Baseline,100,563.76,55262.98,94.90
sift,16,1.0,1.1,Baseline,150,404.78,77502.71,94.26
sift,16,1.0,1.1,Baseline,150,485.99,64294.77,95.87
sift,16,1.0,1.1,Baseline,150,494.37,63155.31,96.53
sift,16,1.0,1.1,Baseline,150,489.17,63853.81,96.91
sift,16,1.0,1.1,Baseline,200,367.39,85489.59,95.89
sift,16,1.0,1.1,Baseline,200,372.30,84326.24,97.10
sift,16,1.0,1.1,Baseline,200,378.51,82903.65,97.64
sift,16,1.0,1.1,Baseline,200,374.16,83895.02,97.91
sift,16,1.0,1.1,MCGI,50,1171.89,25911.92,82.25
sift,16,1.0,1.1,MCGI,50,1203.12,25200.55,85.55
sift,16,1.0,1.1,MCGI,50,1228.76,24653.99,87.00
sift,16,1.0,1.1,MCGI,50,1240.76,24421.61,88.02
sift,16,1.0,1.1,MCGI,100,679.80,45587.07,89.79
sift,16,1.0,1.1,MCGI,100,687.92,45030.32,92.41
sift,16,1.0,1.1,MCGI,100,699.50,44263.88,93.36
sift,16,1.0,1.1,MCGI,100,705.08,43906.76,94.21
sift,16,1.0,1.1,MCGI,150,475.41,65760.34,93.10
sift,16,1.0,1.1,MCGI,150,479.38,65201.57,95.18
sift,16,1.0,1.1,MCGI,150,485.50,64352.79,95.83
sift,16,1.0,1.1,MCGI,150,489.31,63846.65,96.46
sift,16,1.0,1.1,MCGI,200,365.76,85876.59,94.84
sift,16,1.0,1.1,MCGI,200,367.21,85514.69,96.59
sift,16,1.0,1.1,MCGI,200,371.84,84438.48,97.14
sift,16,1.0,1.1,MCGI,200,374.15,83899.76,97.60
sift,16,1.0,1.2,Baseline,50,1202.63,25228.40,87.01
sift,16,1.0,1.2,Baseline,50,1167.36,26061.08,84.14
sift,16,1.0,1.2,Baseline,50,836.90,36890.22,88.48
sift,16,1.0,1.2,Baseline,50,1199.28,25306.48,89.25
sift,16,1.0,1.2,Baseline,100,559.40,55729.65,93.41
sift,16,1.0,1.2,Baseline,100,668.40,46383.56,91.31
sift,16,1.0,1.2,Baseline,100,710.58,43583.89,94.33
sift,16,1.0,1.2,Baseline,100,563.76,55262.98,94.90
sift,16,1.0,1.2,Baseline,150,485.99,64294.77,95.87
sift,16,1.0,1.2,Baseline,150,404.78,77502.71,94.26
sift,16,1.0,1.2,Baseline,150,494.37,63155.31,96.53
sift,16,1.0,1.2,Baseline,150,489.17,63853.81,96.91
sift,16,1.0,1.2,Baseline,200,372.30,84326.24,97.10
sift,16,1.0,1.2,Baseline,200,367.39,85489.59,95.89
sift,16,1.0,1.2,Baseline,200,378.51,82903.65,97.64
sift,16,1.0,1.2,Baseline,200,374.16,83895.02,97.91
sift,16,1.0,1.2,MCGI,50,771.51,40139.66,85.60
sift,16,1.0,1.2,MCGI,50,747.80,41438.71,82.28
sift,16,1.0,1.2,MCGI,50,762.59,40599.84,87.08
sift,16,1.0,1.2,MCGI,50,760.21,40736.91,88.05
sift,16,1.0,1.2,MCGI,100,629.58,49226.15,92.44
sift,16,1.0,1.2,MCGI,100,558.36,55839.52,89.87
sift,16,1.0,1.2,MCGI,100,578.48,53448.73,93.42
sift,16,1.0,1.2,MCGI,100,636.93,48763.62,94.07
sift,16,1.0,1.2,MCGI,150,467.37,66928.82,95.13
sift,16,1.0,1.2,MCGI,150,474.95,65813.86,93.08
sift,16,1.0,1.2,MCGI,150,477.42,65466.35,95.83
sift,16,1.0,1.2,MCGI,150,446.08,70170.32,96.36
sift,16,1.0,1.2,MCGI,200,374.25,83891.04,96.48
sift,16,1.0,1.2,MCGI,200,365.28,85978.83,94.88
sift,16,1.0,1.2,MCGI,200,366.79,85616.55,97.10
sift,16,1.0,1.2,MCGI,200,368.06,85305.93,97.55
sift,16,1.0,1.3,Baseline,50,836.90,36890.22,88.48
sift,16,1.0,1.3,Baseline,50,1199.28,25306.48,89.25
sift,16,1.0,1.3,Baseline,50,1167.36,26061.08,84.14
sift,16,1.0,1.3,Baseline,50,1202.63,25228.40,87.01
sift,16,1.0,1.3,Baseline,100,710.58,43583.89,94.33
sift,16,1.0,1.3,Baseline,100,563.76,55262.98,94.90
sift,16,1.0,1.3,Baseline,100,668.40,46383.56,91.31
sift,16,1.0,1.3,Baseline,100,559.40,55729.65,93.41
sift,16,1.0,1.3,Baseline,150,494.37,63155.31,96.53
sift,16,1.0,1.3,Baseline,150,489.17,63853.81,96.91
sift,16,1.0,1.3,Baseline,150,404.78,77502.71,94.26
sift,16,1.0,1.3,Baseline,150,485.99,64294.77,95.87
sift,16,1.0,1.3,Baseline,200,378.51,82903.65,97.64
sift,16,1.0,1.3,Baseline,200,374.16,83895.02,97.91
sift,16,1.0,1.3,Baseline,200,367.39,85489.59,95.89
sift,16,1.0,1.3,Baseline,200,372.30,84326.24,97.10
sift,16,1.0,1.3,MCGI,50,760.84,40712.35,87.31
sift,16,1.0,1.3,MCGI,50,769.91,40202.77,88.36
sift,16,1.0,1.3,MCGI,50,774.95,39947.40,82.59
sift,16,1.0,1.3,MCGI,50,696.22,44651.50,85.97
sift,16,1.0,1.3,MCGI,100,634.07,48986.81,93.72
sift,16,1.0,1.3,MCGI,100,635.54,48864.42,94.37
sift,16,1.0,1.3,MCGI,100,631.97,49149.80,90.26
sift,16,1.0,1.3,MCGI,100,695.48,44533.59,92.64
sift,16,1.0,1.3,MCGI,150,436.78,71713.97,96.09
sift,16,1.0,1.3,MCGI,150,441.31,70972.14,96.61
sift,16,1.0,1.3,MCGI,150,442.68,70737.54,93.40
sift,16,1.0,1.3,MCGI,150,482.55,64766.98,95.42
sift,16,1.0,1.3,MCGI,200,366.73,85629.25,97.36
sift,16,1.0,1.3,MCGI,200,375.26,83642.38,97.72
sift,16,1.0,1.3,MCGI,200,373.71,83975.20,95.12
sift,16,1.0,1.3,MCGI,200,369.29,85034.49,96.71
sift,16,1.0,1.5,Baseline,50,836.90,36890.22,88.48
sift,16,1.0,1.5,Baseline,50,1202.63,25228.40,87.01
sift,16,1.0,1.5,Baseline,50,1199.28,25306.48,89.25
sift,16,1.0,1.5,Baseline,50,1167.36,26061.08,84.14
sift,16,1.0,1.5,Baseline,100,710.58,43583.89,94.33
sift,16,1.0,1.5,Baseline,100,559.40,55729.65,93.41
sift,16,1.0,1.5,Baseline,100,563.76,55262.98,94.90
sift,16,1.0,1.5,Baseline,100,668.40,46383.56,91.31
sift,16,1.0,1.5,Baseline,150,494.37,63155.31,96.53
sift,16,1.0,1.5,Baseline,150,485.99,64294.77,95.87
sift,16,1.0,1.5,Baseline,150,489.17,63853.81,96.91
sift,16,1.0,1.5,Baseline,150,404.78,77502.71,94.26
sift,16,1.0,1.5,Baseline,200,378.51,82903.65,97.64
sift,16,1.0,1.5,Baseline,200,372.30,84326.24,97.10
sift,16,1.0,1.5,Baseline,200,374.16,83895.02,97.91
sift,16,1.0,1.5,Baseline,200,367.39,85489.59,95.89
sift,16,1.0,1.5,MCGI,50,687.56,45215.48,87.89
sift,16,1.0,1.5,MCGI,50,761.18,40632.20,86.46
sift,16,1.0,1.5,MCGI,50,775.70,39905.57,88.78
sift,16,1.0,1.5,MCGI,50,690.85,45010.33,83.55
sift,16,1.0,1.5,MCGI,100,692.32,44748.30,94.02
